,Часть 1,Часть 2,Композициональность,
5661,способ,точения,,
5662,экспорт,зерна,,
5663,версия,книги,,
5664,роль,благодетеля,,
5665,цвет,волос,,
5666,персонал,больницы,,
5667,общество,общества,,
5668,жизнь,растений,,
5669,история,литературы,,
5670,общество,нации,,
5671,персонаж,сцены,,
5672,общество,начала,,
5673,цвет,лица,,
5674,история,людей,,
5675,книга,детей,,
5676,раствор,соли,,
5677,цель,выставки,,
5678,безопасность,разоружения,,
5679,век,начала,,
5680,объект,интереса,,
5681,период,работы,,
5682,безопасность,работы,,
5683,объект,исследования,,
5684,история,семьи,,
5685,объект,комплекса,,
5686,цель,получения,,
5687,период,погашения,,
5688,родственник,знакомых,,
5689,объект,изучения,,
5690,состояние,пациента,,
5691,родственник,друзей,,
5692,цель,проверки,,
5693,цель,программы,,
5694,период,обучения,,
5695,растранжиривание,средств,,
5696,цель,процесса,,
5697,период,обращения,,
5698,состояние,отношений,,
5699,математика,физики,,
5700,способ,работы,,
5701,цель,избежания,,
5702,материал,изучения,,
5703,состояние,народа,,
5704,рождение,науки,,
5705,состояние,области,,
5706,объединение,сил,,
5707,цель,жизни,,
5708,объединение,страны,,
5709,цель,игры,,
5710,причина,спроса,,
5711,достоинство,человека,,
5712,история,происхождения,,
5713,период,существования,,
5714,цель,исследования,,
5715,период,сталинизма,,
5716,жизнь,поколений,,
5717,состояние,образования,,
5718,состояние,объектов,,
5719,период,реформ,,
